,address,name,company,salary,type,edubg,experience,welfareNum
1250, 将军大道 ,6千包吃住（不压工资）+, 瀚宇彩欣科技有限公司 ,5000-8000元/月,普工,不限,不限,5
1251, 江宁区 ,电话销售底薪3K起, 南京宜美居装饰工程有限公司江… ,5000-8000元/月,电话销售,不限,1-2年,5
1252, 将军大道 ,6千搬运工+食宿+大龄。, 南京旺旺食品有限公司济宁分公司 ,4500-6000元/月,装卸/搬运工,不限,不限,5
1253, 南京 ,高薪诚聘美容师包吃住, 南京诗颖化妆品有限公司 ,5000-8000元/月,美容师,不限,1-2年,5
1254, 江宁区 ,长白班+包吃住+入职快, 苏州创汇智信息技术有限公司 ,4220-4760元/月,普工,不限,不限,3
1255, 鼓楼区 ,网络女主播（高薪包住）, 南京男博仕医疗投资管理有限公司 ,5000-8000元/月,主持人,中专,不限,5
1256, 建邺区 ,客服（大堂助理）包吃住, 佳兆业物业管理（深圳）有限公… ,4500-5000元/月,客服专员/助理,中专,1年以下,2
1257, 浦口区 ,桥北沃尔玛招聘网购主管, 沃尔玛（中国）投资有限公司 ,3000-5000元/月,客服经理/主管,大专,不限,3
1258, 升州路 ,会计, 江苏淘好材环保科技有限公司 ,面议,会计/会计师,大专,不限,4
1259, 东山 ,高提成体面岗位销售代表, 南京翠硒泉饮用水有限公司 ,4000-6000元/月,销售代表,不限,不限,3
1260, 白鹭花园 ,会计, 江苏淘好材环保科技有限公司 ,3000-5000元/月,会计/会计师,大专,不限,4
1261, 东山 ,自己做老板高提成销售经理, 南京翠硒泉饮用水有限公司 ,8000-12000元/月,销售经理/主管,不限,1-2年,4
1262, 白鹭花园 ,仓库配货发货员4000+, 江苏淘好材环保科技有限公司 ,面议,仓库管理员,不限,不限,3
1263, 白鹭花园 ,仓库搬运工+双薪+4千, 江苏淘好材环保科技有限公司 ,面议,装卸/搬运工,不限,不限,3
1264, 福建路 ,店员/营业员, 南京康睦生物科技有限公司 ,5000-8000元/月,店员/营业员,不限,不限,5
1265, 将军大道 ,6千搬运工+食宿+大龄。, 南京旺旺食品有限公司济宁分公司 ,4500-6500元/月,装卸/搬运工,不限,不限,5
1266, 南京 ,会计, 南京普尔特物业管理服务有限公司 ,4000-6000元/月,会计/会计师,大专,1-2年,5
1267, 鼓楼周边 ,销售主管团队经理, 中国平安人寿江苏分公司 ,8000-10000元/月,客户关系管理,不限,不限,1
1268, 将军大道 ,5千聘聋哑人包食宿+, 瀚宇彩欣科技有限公司 ,5000-8000元/月,普工,不限,不限,5
1269, 将军大道 ,仓管/可实习/可晋升+, 瀚宇彩欣科技有限公司 ,5000-8000元/月,仓库管理员,不限,不限,5
1270, 禄口 ,数控车师傅, 南京市江宁区顺泰精密机械厂 ,5000-8000元/月,车工/铣工,高中,6-7年,3
1271, 南京 ,挑战高薪来中原赚第一桶金, 南京中原房地产中介有限公司江… ,6000-12000元/月,销售代表,不限,不限,3
1272, 珠江路 ,招聘界的一股泥石流, 南京博珏诺町信息科技有限公司 ,8000-16000元/月,网络销售,中专,不限,3
1273, 秦淮区 ,2k到5k急聘助理技师, 南京大生美发美容中心 ,2000-3000元/月,美发助理/学徒,不限,不限,2
1274, 将军大道 ,6千普工包吃住轻松自由+, 瀚宇彩欣科技有限公司 ,5000-8000元/月,普工,不限,不限,5
1275, 尧化 ,5LG包吃住交五险一金, 乐金化学（南京）信息电子材料… ,3500-4600元/月,普工,不限,不限,5
1276, 江宁区 ,6急需焊工240一天管吃, 溢泰（南京）环保科技有限公司 ,5000-8000元/月,切割/焊工,不限,不限,5
1277, 将军大道 ,月6千坐岗轻松自由+, 江苏艾思飞精密零部件有限公司 ,4500-5500元/月,操作工,不限,不限,5
1278, 东山 ,焊工, 南京法塔自动化设备有限公司 ,3000-5000元/月,切割/焊工,不限,1-2年,2
1279, 秣陵 ,选择大于努力, 南京梁海房地产经纪有限公司 ,5000-8000元/月,置业顾问,不限,不限,2
1280, 将军大道 ,接受聋哑人+五险工作轻松, 华宝通讯（南京）有限公司 ,4000-5500元/月,普工,不限,不限,5
1281, 将军大道 ,5千坐岗安检+包食宿, 南京仙龙人力资源有限公司 ,4200-5200元/月,保安,不限,不限,5
1282, 栖霞区 ,高薪诚聘文员, 南京隆啸酒业有限公司  ,面议,文员,大专,1-2年,0
1283, 建邺区 ,助理/市场推广（河西）, 南京西若孚文化艺术培训有限公司 ,3000-5000元/月,市场专员/助理,大专,不限,2
1284, 栖霞区 ,小米之家专卖店招导购人员, 南京俱群通信科技有限公司 ,4000-7000元/月,店员/营业员,中专,不限,1
1285, 迈皋桥 ,化学免费发被褥月4千5, 速聘 ,4200-5000元/月,普工,不限,不限,5
1286, 鼓楼周边 ,储备主管, 中国平安人寿江苏分公司 ,8000-10000元/月,客户关系管理,不限,不限,3
1287, 江宁区 ,新街口送餐员9K月入X, 上海拉扎斯信息科技公司 ,8000-12000元/月,快递员,不限,不限,5
1288, 宁海路 ,销售鼓楼区我爱我家诚聘精, 南京我爱我家房屋租赁置换有限… ,3000-5000元/月,销售经理/主管,大专,不限,3
1289, 江宁区 ,火锅厨师长5千到8千, 南京德天餐饮管理有限公司 ,5000-8000元/月,厨师/厨师长,不限,3-5年,2
1290, 奥体 ,置业顾问3500+提成, 南京合美佳房产经纪有限公司 ,5000-10000元/月,置业顾问,大专,不限,3
1291, 奥体 ,21世纪江湾城店招经纪人, 南京市建邺区江锦湾房产中介服… ,8000-15000元/月,房产店员/助理,大专,1-2年,3
1292, 江宁区 ,2溢泰环保招聘, 溢泰（南京）环保科技有限公司 ,4000-4500元/月,普工,不限,不限,5
1293, 珠江路 ,周末双休+年底双薪+销售代表, 南京摩尔龙信息科技有限公司 ,8000-12000元/月,电话销售,高中,不限,3
1294, 大行宫 ,话补+交通补助+饭补+展厅销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
1295, 珠江路 ,电商客服4500+双休, 南京乐诊生物技术有限公司 ,4500-7000元/月,网络/在线客服,大专,不限,5
1296, 栖霞区 ,喜星免体检当天安排包吃住, 喜星电子（南京）有限公司 ,3000-5000元/月,普工,不限,不限,5
1297, 中央门 ,兼职模特4000起, 南京麦合田文化传媒有限公司 ,3000-6000元/月,礼仪/迎宾,高中,不限,5
1298, 建邺区 ,高薪诚聘私人健身教练, 南京哈澌福健身服务有限公司 ,12000-20000元/月,健身教练,大专,不限,1
1299, 江宁区 ,苹果手机新线当天进厂安排, 速聘 ,3968-4880元/月,普工,不限,不限,5
1300, 雄州 ,小学数学教师, 腾智教育 ,3000-6000元/月,教师/助教,大专,不限,1
1301, 江宁周边 ,文员, 南京紫薇精密机械有限公司 ,3000-5000元/月,文员,不限,不限,3
1302, 茶南 ,美容师, 美倾城(安黛尔美容会所) ,面议,美容师,不限,1年以下,5
1303, 桥北 ,销售保底3000+高提成, 南京美芝嘉房地产经纪有限公司 ,5000-8000元/月,销售代表,不限,不限,4
1304, 热河南路 ,聘移动10086客服代表, 南京凯腾通信技术有限公司 ,5000-8000元/月,客户咨询热线/呼叫中心人员,不限,不限,3
1305, 建邺周边 ,总经理助理, 青岛银色世纪健康产业集团有限… ,4000-8000元/月,总裁助理/总经理助理,大专,不限,3
1306, 浦口周边 ,高聘急聘CAD钣金设计师, 华宁车辆配件厂 ,5000-8000元/月,钣金工,大专,不限,3
1307, 浦口周边 ,保洁员, 南京雅洁设施管理服务有限公司 ,2000-3000元/月,保洁,不限,不限,1
1308, 将军大道 ,O基础UI设计+实习, 南京仙龙人力资源有限公司 ,面议,游戏界面设计,不限,不限,5
1309, 桥北 ,诚聘搏击散打教练#可培训, 天鹰体育 ,5000-8000元/月,体育老师/教练,不限,不限,5
1310, 夫子庙 ,销售助理, 中国平安综合金融 ,3000-5000元/月,销售助理,不限,不限,3
1311, 南京周边 ,中央空调地暖安装包住, 南京冰炎冷暖设备有限公司 ,5000-8000元/月,制冷/水暖工,不限,不限,3
1312, 栖霞区 ,莱斯康直招男女普工小时工, 莱斯康（南京）有限公司 ,3000-5000元/月,普工,不限,不限,5
1313, 大厂 ,销售+五险（大厂）, 南京焱满集农产品有限公司 ,5000-8000元/月,销售代表,大专,不限,4
1314, 六合区 ,前台接待, 南京林大汽车有限公司 ,3000-5000元/月,前台/总机/接待,中专,不限,5
1315, 雨花台区 ,共青团路6k聘快递员包住, 德邦物流 ,5000-8000元/月,快递员,不限,不限,5
1316, 将军大道 ,ui设计实习生+双休+, 南京鸿圣人力资源服务有限公司 ,5000-10000元/月,UI设计,不限,不限,5
1317, 栖霞区 ,中电熊猫包吃住上2休1, 乐金显示（南京）有限公司 ,4000-4500元/月,普工,不限,不限,4
1318, 夫子庙 ,冯鑫记餐厅保洁员包吃住, 南京丰旺食品服务有限公司 ,面议,保洁,不限,不限,3
1319, 高新 ,销售助理+双休+五险, 南京信则赢网络科技有限公司 ,5000-8000元/月,销售助理,不限,不限,5
1320, 江宁区 ,长白班坐着上班当天住宿, 速聘 ,4300-5000元/月,普工,不限,不限,5
1321, 秦淮区 ,市场拓展经理, 南京市六合区珈铭美容美体店 ,面议,招商经理/主管,高中,不限,5
1322, 栖霞区 ,中电上四休二直招正式工, 南京中电熊猫液晶显示科技有限… ,3000-5000元/月,普工,不限,不限,5
1323, 栖霞区 ,质检月4k5包吃住不体检, 南京阿尔法玻璃纤维制品有限公司 ,4395-4898元/月,普工,不限,不限,3
1324, 夫子庙 ,区域业务经理（日化线）, 南京悦购化妆品有限公司 ,6000-12000元/月,销售经理/主管,不限,3-5年,2
1325, 南京 ,月4200保安+包吃住, 南京神龙保安公司 ,面议,保安,不限,不限,5
1326, 滨湖 ,高薪招聘销售顾问, 南京百优庭装饰工程有限公司 ,5000-8000元/月,销售代表,不限,1年以下,1
1327, 高新 ,net高级软件工程师, 南京金航特物流有限公司 ,8000-12000元/月,软件工程师,大专,1-2年,4
1328, 新街口 ,五险酒店前台接待, 南京商茂酒店管理有限公司 ,2000-3000元/月,前台/接待,高中,不限,5
1329, 上海 ,上海急聘新老阿姨育婴师, 上海佳禾家庭服务有限公司 ,8000-12000元/月,保姆,不限,不限,5
1330, 鼓楼区 ,3500包食宿招女服务员, 鲔之享日式海洋料理 ,3300-3500元/月,服务员,不限,不限,3
1331, 南京 ,南京在线客服咨询（欢迎应届, 南京男健医院有限公司 ,5000-8000元/月,淘宝客服,中专,不限,2
1332, 大行宫 ,话补+饭补+月薪过万高薪+销售, 南京齐馨阁文化传播有限公司 ,8000-12000元/月,销售代表,不限,不限,5
1333, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
1334, 淳化 ,车工包食宿5k+, 南京市江宁区怀银五金加工厂 ,5000-8000元/月,车工/铣工,不限,不限,2
1335, 仙林 ,水暖技工（包食宿）, 南京万达乐园文化产业有限公司 ,3500-4500元/月,制冷/水暖工,不限,不限,3
1336, 新街口 ,新楼盘案场助理, 中广置业 ,3000-6000元/月,文员,大专,不限,3
1337, 仙林 ,国企高薪直聘底薪2600, 南京中电熊猫平板显示科技有限… ,3000-5000元/月,普工,不限,不限,5
1338, 江宁区 ,普工四千五+五险+包吃住, 南京嘉峰人力资源有限公司 ,4200-5500元/月,普工,不限,不限,5
1339, 万寿 ,后勤, 南京市鼓楼区蕲艾堂保健服务中心 ,2500-3000元/月,家政保洁其他,高中,3-5年,2
1340, 开发区 ,汽车音响制造高薪首批诚聘, 速聘 ,4220-4896元/月,普工,不限,不限,5
1341, 南京 ,人事助理, 中国人寿保险股份有限公司南京… ,3000-5000元/月,人事专员/助理,高中,不限,4
1342, 大厂 ,车工/铣工, 南京隆盛化工设备制造有限公司 ,4000-6000元/月,车工/铣工,不限,3-5年,5
1343, 江浦 ,全科医生, 江苏知康云 ,3000-5000元/月,综合门诊/全科医生,不限,不限,2
1344, 六合区 ,行政文员, 南京国晨信房地产开发有限公司 ,2000-3000元/月,文员,中专,不限,0
1345, 江宁周边 ,送餐员自由就近安排月8k, 南京破斧企业管理咨询有限公司 ,5000-8000元/月,快递员,不限,不限,5
1346, 夫子庙 ,冯鑫记安可瑞烘焙服务员, 南京丰旺食品服务有限公司 ,3000-5000元/月,服务员,中专,1-2年,4
1347, 夫子庙 ,冯鑫记餐饮集团公招收银员, 南京丰旺食品服务有限公司 ,3000-5000元/月,收银员,中专,不限,4
1348, 玄武区 ,南京市区6k聘快递员包住, 德邦物流 ,5000-8000元/月,快递员,不限,不限,5
1349, 高新 ,妇科治疗护士, 南京香溢紫郡门诊部有限公司 ,3000-4000元/月,护士/护理,不限,不限,3
1350, 奥体 ,会所聘男女服务员, 南京利群美容有限公司 ,3300-5000元/月,娱乐厅服务员,不限,不限,3
1351, 建邺区 ,销售代表/会籍顾问, 南京哈澌福健身服务有限公司 ,8000-12000元/月,会籍顾问,高中,不限,1
1352, 南京 ,百世下关公司招快递员, 南京我来吧物流有限公司 ,5000-8000元/月,快递员,高中,不限,5
1353, 桥北 ,导购员, 南京罗圣曼装饰设计有限公司 ,面议,建筑其他,高中,不限,0
1354, 夫子庙 ,冯鑫记旗下餐厅招洗碗工, 南京丰旺食品服务有限公司 ,2000-3000元/月,洗碗工,不限,不限,3
1355, 建宁路 ,5000+包住客服, 南京奥唯奥服饰有限公司 ,4000-6000元/月,售前/售后服务,高中,1年以下,3
1356, 南京 ,综合金融储备干部月薪8k, 中国平安售后服务部 ,8000-16000元/月,银行经理/主任,高中,不限,2
1357, 珠江路 ,招聘化妆师3名, 中山市佳叶服饰有限公司 ,5000-8000元/月,化妆师,不限,不限,5
1358, 江宁区 ,8千厂区随车员+高奖励。, 吉宝通讯（南京）有限公司 ,6500-12000元/月,物流专员/助理,不限,不限,5
1359, 鼓楼区 ,无责底薪聘话务专员, 南京锐卓广告传媒有限公司 ,5000-8000元/月,客服专员/助理,不限,不限,2
1360, 江宁区 ,高薪叉车工/学徒免费吃住, 华宝通讯（南京）有限公司 ,4500-6500元/月,铲车/叉车工,不限,不限,5
1361, 雄州 ,雄州地铁口玩转房产行业, 好邻居房地产 ,5000-8000元/月,房产经纪人,不限,不限,2
1362, 建邺区 ,超高底薪+师傅带+高提, 南京泽耀房产营销策划有限公司 ,5000-10000元/月,销售代表,不限,不限,3
1363, 华侨路 ,行政人事助理, 南京镜界摄影公司 ,3000-5000元/月,文员,大专,不限,2
1364, 建邺区 ,门店销售精英, 南京楠嘉韦业建材有限公司 ,4000-8000元/月,销售代表,中专,不限,1
1365, 江宁区 ,江宁太阳城高薪招女装店长, 上海懒亿服饰有限公司 ,5000-8000元/月,店长/卖场经理,不限,不限,5
1366, 南京 ,美容店长, 南京秀妍化妆品有限责任公司 ,8000-12000元/月,美容店长,不限,不限,5
1367, 江宁区 ,邮政EMS招聘快递员, 邮政速递EMS ,4000-7000元/月,快递员,高中,不限,5
1368, 东山 ,见习推广经理, 南京艾咖电子科技有限公司 ,5000-8000元/月,销售经理/主管,不限,不限,5
1369, 大行宫 ,你有梦想我提供舞台, 南京齐馨阁文化传播有限公司 ,5000-8000元/月,电话销售,不限,不限,5
1370, 秦淮区 ,双休急招微商运营, 南京本草源 ,3000-5000元/月,网店运营,不限,不限,2
1371, 茶南 ,话补+五险一金+售后专员, 南京曼塔克食品有限公司 ,面议,售前/售后服务,高中,1-2年,3
1372, 建邺周边 ,人事行政经理, 南京房多多网络科技有限公司 ,8000-10000元/月,人事经理/主管,本科,6-7年,1
1373, 南京 ,保险经纪人, 中国平安人寿保险股份有限公司… ,5000-8000元/月,保险经纪人,不限,不限,1
1374, 桥北 ,桥北一手房置业顾问, 南京盛唐房地产营销策划有限公司 ,15000-20000元/月,置业顾问,不限,不限,0
1375, 南京 ,英语老师, 南京仁仁教育科技有限公司 ,5000-8000元/月,教师/助教,本科,不限,3
1376, 奥体 ,房产销售底薪3000起, 南京千诺房地产经纪有限公司 ,8000-12000元/月,销售代表,中专,不限,3
1377, 将军大道 ,5千包装工包食宿轻松+, 南京旺旺食品有限公司济宁分公司 ,4500-5500元/月,包装工,不限,不限,5
1378, 将军大道 ,6千招保安轻松自由。, 华宝通讯（南京）有限公司 ,4000-5000元/月,保安,不限,不限,5
1379, 南京 ,中央商场乐友店员/营业员, （集团）股份有限公司 ,3000-5000元/月,店员/营业员,高中,不限,3
1380, 南京 ,面部及皮肤管理品牌负责人, 南京嘉润美容有限公司 ,5000-10000元/月,美容导师,不限,1-2年,3
1381, 永阳镇 ,溧水高薪招送餐员, 南京豪琦 ,3500-4500元/月,送餐员,不限,不限,4
1382, 栖霞 ,上市公司招聘客服技术员, 股份有限公司 ,5000-8000元/月,客服专员/助理,大专,不限,5
1383, 江宁区 ,导购收银PB江宁金鹰, 飒拉商业（上海）有限公司 ,3000-5000元/月,店员/营业员,高中,不限,3
1384, 江宁区 ,2伟创力招正式工包吃住, 伟创力电子 ,4000-5000元/月,普工,不限,不限,4
1385, 奥体 ,油坊桥销售3K五险一金, 南京我爱我家房屋租赁置换有限… ,8000-16000元/月,销售代表,大专,不限,3
1386, 建邺区 ,急招美容导师+五险+白班, 南京嘉润美容有限公司 ,8000-12000元/月,美容导师,不限,1-2年,3
1387, 南京 ,高薪诚聘私人教练, 南京哈澌福健身服务有限公司 ,12000-20000元/月,健身教练,大专,1-2年,1
1388, 珠江路 ,一手房产公司招聘人事专员, 盛世开元房产中介 ,5000-8000元/月,人事专员/助理,中专,1-2年,5
1389, 秣陵 ,保安.(包食宿), 淮南市军诚保安服务有限公司江… ,3000-5000元/月,保安,不限,不限,5
1390, 鼓楼区 ,广发银行客户经理月薪过萬, 广发银行股份有限公司信用卡中心 ,8000-15000元/月,大客户经理,中专,不限,3
1391, 建邺区 ,南京店经理, 元祖食品 ,5000-8000元/月,店长/卖场经理,大专,1-2年,3
1392, 江宁区 ,五千五险狼少肉多机会大T, 英华达（南京）科技有限公司 ,4500-5500元/月,普工,不限,不限,5
1393, 江宁区 ,6K保安+包食宿+双休, 英华达(南京)科技有限公司 ,4500-5500元/月,保安,不限,不限,5
1394, 浦口周边 ,高薪招市场推广经理, 八个盘子 ,6000-8000元/月,市场拓展,大专,不限,3
1395, 南京周边 ,渠道专员+4K起薪, 麦多地产 ,4000-8000元/月,渠道专员,不限,不限,1
1396, 奥体 ,今日头条电话销售, 北京字节跳动网络技术有限公司 ,6000-10000元/月,电话销售,大专,不限,3
1397, 鼓楼区 ,交通银行信用卡推广, 交通银行股份有限公司太平洋信… ,4000-8000元/月,销售代表,大专,不限,2
1398, 顶山 ,销售前程无忧半年升任主管, 南京我爱我家房屋租赁置换有限… ,8000-12000元/月,销售代表,高中,不限,3
1399, 秦淮区 ,底薪4700包住电销新房, 南京茂辰房地产营销策划有限公司 ,5000-8000元/月,销售代表,不限,不限,5
1400, 南京 ,理工科专业转行软件开发, 上海赛康美信息技术有限公司 ,4000-6000元/月,实习生,大专,不限,0
1401, 南京 ,人事专员, 南京仁磊餐饮有限公司 ,3000-5000元/月,人事专员/助理,大专,不限,3
1402, 南京 ,美.团外卖直招骑手包住, 南京茄米信息科技 ,6000-8000元/月,普工,不限,不限,5
1403, 南京 ,栖霞+设计师保底5000, 南京市栖霞区瑞之馨化妆品销售… ,5000-8000元/月,平面设计,大专,3-5年,4
1404, 鼓楼区 ,底薪4000+高提成销售, 南京中原房地产中介有限公司江… ,5000-10000元/月,房产经纪人,中专,不限,3
1405, 南京 ,人事专员无需经验8小时, 上海传浦劳务派遣有限公司江宁… ,面议,人事专员/助理,不限,不限,5
1406, 浦口区 ,售楼处案场#诚聘5k起, 南京承美 ,8000-12000元/月,置业顾问,高中,1-2年,5
1407, 滨江开… ,招聘采购人员兼发货, 南京宁力机械制造厂 ,3000-5000元/月,采购员,大专,不限,4
1408, 南京 ,包住+五险一金+南京急招招生顾, 南京谐休教育咨询有限公司 ,5000-8000元/月,招生/课程顾问,大专,不限,4
1409, 凤凰西街 ,底薪6000诚招按摩足疗, 轻心足疗 ,7000-10000元/月,足疗师,不限,不限,3
1410, 南京 ,4500包吃住招保安, 南京弘阳家居有限公司 ,4000-5000元/月,普工,不限,不限,4
1411, 江宁区 ,人事周末双休朝九晚五4K, 中国人寿保险股份有限公司南京… ,4000-5000元/月,人事专员/助理,不限,不限,1
1412, 开发区 ,8小时两班钣金工大全电气, 大全集团 ,4000-6000元/月,钣金工,不限,不限,5
1413, 集庆门 ,营业员, 元祖食品 ,4000-5200元/月,店员/营业员,高中,1年以下,3
1414, 茶南 ,售后服务专员（双休）, 中国平安人寿保险股份有限公司… ,5000-8000元/月,售前/售后服务,大专,不限,4
1415, 玄武区 ,五险双休销售, 南京海科网络科技发展有限公司 ,5000-8000元/月,市场专员/助理,不限,不限,4
1416, 孝陵卫 ,我们要人你要钱那就来看看, 南京顺鼎房产经纪有限公司顾家… ,12000-20000元/月,房产经纪人,不限,不限,2
1417, 秦淮区 ,8000起招建材销售员, 南京市秦淮区美家家居设计中心 ,面议,销售代表,高中,不限,0
1418, 高新 ,电话销售8K双休五险, 南京星品佳汽车服务有限公司 ,5000-8000元/月,电话销售,不限,不限,4
1419, 鼓楼区 ,月薪过万不是梦只要肯吃苦, 南京聚翔阁房产营销策划有限公司 ,8000-12000元/月,销售代表,不限,不限,3
1420, 鼓楼区 ,底薪3K包住招销售, 南京聚翔阁房产营销策划有限公司 ,8000-10000元/月,销售代表,不限,不限,3
1421, 鼓楼区 ,底薪3K+五险+包住, 南京聚翔阁房产营销策划有限公司 ,8000-12000元/月,销售代表,不限,不限,3
1422, 鼓楼区 ,轻松月薪过万招销售, 南京聚翔阁房产营销策划有限公司 ,8000-12000元/月,房产经纪人,不限,不限,3
1423, 江宁区 ,月8千随车员+5天8小时, 瀚宇彩欣科技（南京）有限责任… ,8000-12000元/月,物流专员/助理,不限,不限,5
1424, 南京 ,精装修施工员, 上海创见建筑装饰工程有限公司 ,6000-7000元/月,施工员,不限,不限,5
1425, 江宁区 ,跟车员8千白班+包吃住, 吉宝通讯（南京）有限公司 ,7600-8200元/月,物流专员/助理,不限,不限,5
1426, 江宁区 ,8千起随车员+无需装卸货, 吉宝通讯（南京）有限公司 ,8000-12000元/月,物流专员/助理,不限,不限,5
1427, 江宁区 ,7千起薪游戏开发无需经验, 南京鸿圣人力资源服务有限公司 ,6000-9000元/月,UI设计,不限,不限,5
1428, 秦淮区 ,市场推广专员（包住）, 南京朗途经贸发展有限公司 ,5000-10000元/月,销售代表,高中,不限,2
1429, 将军大道 ,6千包装工包三餐+夫妻房, 南京旺旺食品有限公司 ,4000-5500元/月,包装工,不限,不限,5
1430, 南京 ,新街口美容店销售顾问, 南京市秦淮区淑婕健康调理艾生… ,面议,电话销售,不限,不限,3
1431, 奥体 ,招面点师傅, 南京蒸易烩食品有限公司建邺分… ,3000-5000元/月,面点师,技校,1-2年,3
1432, 江宁区 ,汽车厂无须经验可带手机T, 江苏艾思飞精密零部件有限公司 ,5000-6000元/月,普工,不限,不限,5
1433, 东山 ,销售信息员, 江苏启辰汽车贸易有限公司 ,3000-4000元/月,销售运营专员/助理,大专,1-2年,1
1434, 江宁区 ,限量招聘5500无需经验, 吉宝通讯（南京）有限公司 ,5200-6300元/月,操作工,不限,不限,5
1435, 南京 ,熊猫华格长白班不穿无尘衣, 南京腾舜企业管理有限公司 ,4200-5000元/月,普工,不限,不限,3
1436, 上坊 ,发光字制作人员, 南京辉煌广告工程有限公司 ,面议,网页设计/制作,不限,3-5年,3
1437, 秦淮区 ,南京大排档8h白班包吃住, 江苏佳宇人力资源服务有限公司 ,3000-5500元/月,普工,不限,不限,5
1438, 南京 ,便利店高薪急聘收银/店员, 上海传浦劳务派遣有限公司江宁… ,3400-3600元/月,收银员,不限,不限,5
1439, 铁心桥 ,急聘人才的你（电话催收）, 南京然信企业管理有限公司 ,5000-10000元/月,电话客服,不限,不限,5
1440, 南京 ,旅游销售经理, 中国康辉南京国际旅行社有限责… ,5000-10000元/月,销售代表,大专,不限,3
1441, 玄武区 ,客户专员, 中财讯瑞昌财学院股份有限公司 ,5000-8000元/月,销售代表,大专,1-2年,4
1442, 南京 ,邦奇八小时正式工包吃住, 南京邦奇自动变速箱有限公司 ,3000-5000元/月,普工,不限,不限,5
1443, 栖霞 ,新幸泰克月薪5K长白班, 南京腾舜企业管理有限公司 ,4200-5500元/月,普工,不限,不限,5
1444, 江宁区 ,月5000岗位自选+轻松, 英华达（南京）科技有限公司 ,4600-5800元/月,操作工,不限,不限,5
1445, 江宁区 ,服装后道厂长主任主管8K, 民池后道 ,5000-8000元/月,厂长/副厂长,中专,10年以上,4
1446, 应天西路 ,Java软件开发, 南京镭雅网络科技有限公司 ,面议,Java开发工程师,大专,1-2年,5
1447, 建邺区 ,底薪4到8千健身咨询管家, 正势能健身 ,6000-12000元/月,运动健身其他,大专,不限,2
1448, 东山 ,置业顾问高收入+带薪培训, 南京中原地产 ,10000-20000元/月,房产经纪人,不限,不限,4
1449, 将军大道 ,UI设计带薪实习培训., 南京仙龙人力资源有限公司 ,8000-15000元/月,UI设计,不限,不限,5
1450, 将军大道 ,UI设计带薪培训实习., 南京仙龙人力资源有限公司 ,8000-15000元/月,平面设计,不限,不限,5
1451, 雨花台区 ,网约车驾驶员, 南京迎客隆汽车租赁有限公司 ,8000-12000元/月,专车司机,不限,不限,0
1452, 东山 ,市场专员3000包住宿, 臻品德 ,5000-10000元/月,渠道/分销总监,不限,不限,3
1453, 华侨路 ,平安银行信用卡8千+双休, 中国平安综合金融 ,5000-10000元/月,信用卡/银行卡业务,大专,不限,5
1454, 东山 ,底薪4k+包住宿+提成, 小华奶粉店 ,8000-16000元/月,房产经纪人,不限,不限,5
1455, 浦口区 ,急招定制衣柜设计师, 南京德莱尼家具生产有限公司 ,8000-12000元/月,家具/家居用品设计,中专,3-5年,5
1456, 铁心桥 ,销售1w+双休+储备经理, 杭州垒沣信息科技有限公司 ,8000-12000元/月,销售助理,高中,不限,2
1457, 开发区 ,叉车工丨可学徒丨安排考证, 代傲电子控制南京有限公司 ,5000-8000元/月,铲车/叉车工,不限,不限,5
1458, 洪武路 ,四海长招广告图文设计师, 南京四海广告有限公司 ,3000-5000元/月,平面设计,大专,3-5年,5
1459, 开发区 ,电子厂妹子多包吃住., 英华达(南京)科技有限公司 ,4500-5500元/月,普工,不限,不限,5
1460, 月苑 ,鸿盟汽服前台营业员仓管, 南京沃盟 ,3000-5000元/月,仓库管理员,不限,不限,3
1461, 南京 ,高薪诚聘一手房客服, 南京沐龙房地产营销策划有限公司 ,3000-5000元/月,售前/售后服务,不限,不限,2
1462, 秦淮区 ,实习生+带薪培训, 南京北标知识产权代理有限公司 ,5000-8000元/月,其他职位,大专,不限,4
1463, 北京东路 ,业务经理, 好想你枣业江苏有限公司 ,5000-8000元/月,大客户经理,不限,1-2年,4
1464, 泰山 ,贷款客户经理, 南京友建投资担保有限公司 ,3000-5000元/月,客户经理/主管,不限,不限,5
1465, 浦口区 ,五险+奖金诚聘销售代表, 南京优选文化传播有限公司 ,5000-8000元/月,销售经理/主管,大专,1年以下,3
1466, 将军大道 ,八千随车送货带薪学徒., 南京物流有限公司 ,6000-12000元/月,物流专员/助理,不限,不限,5
1467, 开发区 ,名企汽车厂+五险+年终., 上汽大众汽车有限公司南京分公司 ,4500-6000元/月,普工,不限,不限,5
1468, 铁心桥 ,无责3000+高提+福利, 杭州垒沣信息科技有限公司 ,10000-15000元/月,客服专员/助理,高中,不限,2
1469, 将军大道 ,人事专员月薪过万+双休., 南京仙龙人力资源有限公司 ,8000-12000元/月,人事专员/助理,不限,不限,5
1470, 洪武路 ,文员, 南京四海广告有限公司 ,3000-5000元/月,文员,大专,1-2年,3
1471, 栖霞区 ,妹子多工资高正常加班, 速聘 ,4000-5000元/月,普工,不限,不限,5
